,full_name,birthdate,team_id,position,nationality,created_at,updated_at
602,B. Kamara,21/10/96,Racing Club de Strasbourg Alsace,Gar.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
603,E. Kawashima,20/03/83,Racing Club de Strasbourg Alsace,Gar.,JAP,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
604,A. Pierre,25/02/01,Racing Club de Strasbourg Alsace,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
605,M. Sels,26/02/92,Racing Club de Strasbourg Alsace,Gar.,BEL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
606,I. Aaneba,29/05/99,Racing Club de Strasbourg Alsace,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
607,A. Caci,1/07/97,Racing Club de Strasbourg Alsace,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
608,L. Carole,12/04/91,Racing Club de Strasbourg Alsace,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
609,A. Djiku,9/08/94,Racing Club de Strasbourg Alsace,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
610,M. Elimbi Gilbert,20/02/03,Racing Club de Strasbourg Alsace,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
611,F. Guilbert,24/12/94,Racing Club de Strasbourg Alsace,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
612,L. Koné,1/02/89,Racing Club de Strasbourg Alsace,Déf.,CIV,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
613,S. Mitrovic,22/05/90,Racing Club de Strasbourg Alsace,Déf.,SER,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
614,A. Ousmane,22/02/00,Racing Club de Strasbourg Alsace,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
615,M. Senaya,28/01/01,Racing Club de Strasbourg Alsace,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
616,M. Simakan,3/05/00,Racing Club de Strasbourg Alsace,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
617,J. Aholou,20/03/94,Racing Club de Strasbourg Alsace,Mil.,CIV,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
618,J. Bellegarde,27/06/98,Racing Club de Strasbourg Alsace,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
619,B. Besic,2/06/02,Racing Club de Strasbourg Alsace,Mil.,BOS,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
620,M. Chahiri,25/07/96,Racing Club de Strasbourg Alsace,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
621,A. Lebeau,26/01/98,Racing Club de Strasbourg Alsace,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
622,D. Liénard,13/02/88,Racing Club de Strasbourg Alsace,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
623,S. Prcic,20/11/93,Racing Club de Strasbourg Alsace,Mil.,BOS,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
624,M. Siby,7/07/96,Racing Club de Strasbourg Alsace,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
625,I. Sissoko,27/10/97,Racing Club de Strasbourg Alsace,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
626,N. Sommer,17/06/01,Racing Club de Strasbourg Alsace,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
627,A. Thomasson,10/12/93,Racing Club de Strasbourg Alsace,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
628,L. Ajorque,25/02/94,Racing Club de Strasbourg Alsace,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
629,H. Diallo,15/06/95,Racing Club de Strasbourg Alsace,Att.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
630,L. Mothiba,28/01/96,Racing Club de Strasbourg Alsace,Att.,AFS,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
631,I. Saadi,8/02/92,Racing Club de Strasbourg Alsace,Att.,ALG,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
632,M. Sahi,20/12/01,Racing Club de Strasbourg Alsace,Att.,MLI,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
633,A. Waris,19/09/91,Racing Club de Strasbourg Alsace,Att.,GHA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
634,K. Zohi,19/12/96,Racing Club de Strasbourg Alsace,Att.,CIV,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
635,K. Zohi,19/12/96,Racing Club de Strasbourg Alsace,Att.,CIV,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
